"id","categorie","type_cancer","sous_type","stade","titre","contenu","protocole","effets_secondaires","mots_cles","scenario_patient","reference","est_synthetique","date_creation"
"EXT-SYN-004","traitement","cerebral","méningiome grade II-III","localement avancé","Méningiome atypique/malin grade II-III — chirurgie et radiothérapie adjuvante","Le méningiome grade II (atypique) représente 15-20% des méningiomes. Il présente un risque de récidive plus élevé que le grade I (30-40% à 5 ans). Le méningiome grade III (malin) est rare mais très agressif. Traitement : résection chirurgicale maximale (Simpson I ou II si possible), suivie de radiothérapie adjuvante pour les grades II (si résection incomplète) et systématique pour les grades III (54-60 Gy). Pas de chimiothérapie efficace de référence. La Somatostatine (Octréotide) ou Hydroxyurée sont utilisées en palliatif.","","","méningiome; grade II; grade III; atypique; malin; radiothérapie; chirurgie; récidive; cérébral","Femme de 55 ans, céphalées + syndrome frontal. IRM : méningiome frontal 5 cm, extension osseuse. Résection Simpson III (incomplète). Histologie : grade II OMS. RT adjuvante 54 Gy/30 fractions. Contrôle à 2 ans : stabilité IRM.","Guide AMFROM 2024","True","2026-05-02"
"EXT-SYN-005","traitement","colorectal","métastatique BRAF V600E","IV BRAF muté","Colorectal BRAF V600E muté — triplet Encorafenib + Binimetinib + Cétuximab en 2ème ligne","Les cancers colorectaux BRAF V600E mutés représentent 8-12% des CCR métastatiques et sont de pronostic très sombre avec les chimiothérapies classiques. En 2ème ligne, l'association Encorafenib + Binimetinib + Cétuximab (BEACON trial) a montré une amélioration significative de la survie globale vs chimiothérapie standard. En 1ère ligne, le FOLFOXIRI + Bevacizumab reste le standard (triplet uniquement pour patients en bon état général).","{""nom"": ""Encorafenib + Binimetinib + Cétuximab (BEACON - 2ème ligne BRAF muté)"", ""medicaments"": [{""nom"": ""Encorafenib"", ""dose"": ""300 mg/j"", ""voie"": ""orale"", ""jour"": ""continu""}, {""nom"": ""Binimetinib"", ""dose"": ""45 mg x2/j"", ""voie"": ""orale"", ""jour"": ""continu""}, {""nom"": ""Cétuximab"", ""dose"": ""500 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1 toutes les 2 semaines""}], ""cycles"": ""Jusqu'à progression"", ""remarques"": ""BRAF V600E confirmé obligatoire. RAS sauvage requis pour Cétuximab.""}","rash acnéiforme (Cétuximab); fièvre; fatigue; diarrhées; rétinopathie","colorectal; BRAF V600E; Encorafenib; Binimetinib; Cétuximab; BEACON; 2ème ligne","Femme de 52 ans, CCR BRAF V600E muté, RAS sauvage, MSS. 1ère ligne FOLFOXIRI + Bevacizumab. Progression à 5 mois. 2ème ligne : Encorafenib + Binimetinib + Cétuximab. Réponse partielle à C3. Rash grade 2 géré par doxycycline orale.","Guide AMFROM 2024","True","2026-05-02"
"EXT-SYN-006","traitement","poumon","CBNPC MET exon 14","IV MET saut exon 14","CBNPC avec saut de l'exon 14 de MET — Capmatinib ou Tepotinib","Le saut de l'exon 14 de MET est retrouvé dans 3-4% des CBNPC, surtout chez les sujets âgés et dans les carcinomes pléomorphes/sarcomatoïdes. Les inhibiteurs de MET (Capmatinib 400mg x2/j ou Tepotinib 500mg/j) ont obtenu des taux de réponse de 40-68% dans les tumeurs traitées et non traitées. L'accès à ces molécules reste limité dans de nombreux pays dont le Maroc — inclusion dans les essais cliniques recommandée.","{""nom"": ""Capmatinib (MET exon 14 skip)"", ""medicaments"": [{""nom"": ""Capmatinib"", ""dose"": ""400 mg x2/j"", ""voie"": ""orale"", ""jour"": ""continu""}], ""cycles"": ""Jusqu'à progression"", ""remarques"": ""Alternative: Tepotinib 500mg/j. Effets : œdèmes périphériques, nausées, créatinine.""}","œdèmes périphériques; nausées; fatigue; élévation créatinine","poumon; CBNPC; MET exon 14; saut; Capmatinib; Tepotinib; driver oncogénique","Homme de 74 ans, carcinome sarcomatoïde pulmonaire. NGS : MET exon 14 skip. PD-L1 5%. Capmatinib 400mg x2/j. Réponse partielle à C3. Œdèmes des chevilles grade 1. Maintien du traitement. Progression à 9 mois.","Guide AMFROM 2024","True","2026-05-02"
"EXT-SYN-007","traitement","sein","HER2+ elderly","IV — patient âgé fragile","Cancer du sein HER2+ métastatique chez la patiente âgée — adaptation thérapeutique","Chez les patientes âgées (>75 ans) ou fragiles avec un cancer du sein HER2+ métastatique, la tolérance au Docetaxel peut être insuffisante. Des alternatives moins toxiques sont utilisées : Vinorelbine + Trastuzumab (schéma hebdomadaire bien toléré), Paclitaxel hebdomadaire + Trastuzumab (schéma Tolaney adapté au métastatique). Le Trastuzumab SC (600 mg dose fixe toutes les 3 semaines) simplifie l'administration.","{""nom"": ""Vinorelbine + Trastuzumab SC (HER2+ patient âgé)"", ""medicaments"": [{""nom"": ""Vinorelbine"", ""dose"": ""25 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1, J8""}, {""nom"": ""Trastuzumab SC"", ""dose"": ""600 mg (dose fixe)"", ""voie"": ""SC"", ""jour"": ""J1 toutes les 3 semaines""}], ""cycles"": ""Jusqu'à progression"", ""remarques"": ""Alternative en oral: Vinorelbine orale 60 mg/m².""}","neutropénie; constipation (Vinorelbine); fatigue; cardiotoxicité (surveillance)","sein; HER2+; âgé; fragile; Vinorelbine; Trastuzumab SC; Paclitaxel; métastatique","Femme de 82 ans, cancer du sein HER2+ métastatique osseux. OMS 2. Score G8 fragile. Docetaxel contre-indiqué. Vinorelbine IV 25mg/m² J1-J8 + Trastuzumab SC 600mg J1/3S. Bonne tolérance relative. Stabilité osseuse à 6 mois.","Guide AMFROM 2024","True","2026-05-02"
"EXT-SYN-008","traitement","sarcome_osseux","Ewing métastatique adulte","IV","Sarcome d'Ewing chez l'adulte (>30 ans) — spécificités de la prise en charge","Le sarcome d'Ewing de l'adulte (>30 ans) a un pronostic plus défavorable que chez l'enfant. Le traitement reste calqué sur les protocoles pédiatriques (VDC/IE dose-dense) mais la tolérance est plus limitée chez l'adulte (hématotoxicité plus marquée). La consolidation par haute dose (BuMel + autogreffe) est moins souvent réalisée en raison de la toxicité. Les nouvelles thérapies : Irinotecan + Temozolomide (IT) en rechute ont un taux de réponse de 30-40%.","{""nom"": ""Irinotécan + Temozolomide (IT — rechute Ewing adulte)"", ""medicaments"": [{""nom"": ""Irinotécan"", ""dose"": ""20 mg/m²/j"", ""voie"": ""IV"", ""jour"": ""J1-J5 et J8-J12""}, {""nom"": ""Temozolomide"", ""dose"": ""100 mg/m²/j"", ""voie"": ""orale"", ""jour"": ""J1-J5""}], ""frequence"": ""Toutes les 3 semaines"", ""cycles"": ""Jusqu'à progression"", ""remarques"": ""Prophylaxie anti-émétique renforcée. Bonne tolérance relative.""}","diarrhées; neutropénie; nausées; fatigue","Ewing; adulte; rechute; Irinotécan; Temozolomide; IT; sarcome osseux","Homme de 35 ans, sarcome d'Ewing pelvien traité par VDC/IE + chirurgie. Rechute pulmonaire à 18 mois. Irinotécan + Temozolomide x4 cycles. Réponse partielle. Chirurgie de métastasectomie pulmonaire bilatérale. Consolidation par radiothérapie pulmonaire totale 15 Gy.","Guide AMFROM 2024","True","2026-05-02"
"EXT-SYN-009","traitement","ovaire","carcinome rare — cellules claires","III","Carcinome ovarien à cellules claires — chimiorésistance relative et particularités","Le carcinome ovarien à cellules claires représente 10-15% des cancers ovariens. Il est relativement chimiorésistant par rapport au carcinome séreux de haut grade. Traitement initial : idem séreux (Carboplatine + Paclitaxel) mais taux de pCR plus faible. Spécificité : fréquence élevée de mutation PIK3CA (30-40%) et ARID1A, rareté des mutations BRCA. En rechute : résistance platine fréquente précoce. Options : Carboplatine + Paclitaxel si sensible (>6 mois), sinon Paclitaxel + Bevacizumab, ou Gemcitabine, ou immunothérapie (MSI-H rare mais présent). Étude de la mutation PIK3CA ouvre des perspectives thérapeutiques (inhibiteurs PI3K).","","","ovaire; cellules claires; chimiorésistance; PIK3CA; ARID1A; Bevacizumab; rechute platine-résistante","Femme de 50 ans, carcinome à cellules claires stade IIIC. Carboplatine + Paclitaxel x6. CA-125 normalisé. Rechute à 4 mois (résistance platine). Paclitaxel 80mg/m² hebdomadaire + Bevacizumab. Stabilité à 3 mois.","Guide AMFROM 2024","True","2026-05-02"
"EXT-SYN-010","traitement","col_uterin","col utérin stade précoce","IA2-IB1","Cancer du col utérin stade précoce — chirurgie radicale et conservation fertilitaire","Pour les cancers du col utérin de stades précoces (IA2-IB1 <2cm), la chirurgie est le traitement de référence : hystérectomie radicale (Wertheim) + curage ganglionnaire pelvien bilatéral. Pour les femmes jeunes désirant une grossesse : trachélectomie radicale (ablation du col en conservant l'utérus) possible si T<2cm, N0, pas d'emboles vasculaires, histologie favorable (épidermoïde ou adénocarcinome). Curiethérapie exclusive ou chirurgie conservatrice pour les stades IA1. Radiothérapie adjuvante si facteurs de risque histologiques post-op (marges+, N+, emboles).","","","col utérin; stade précoce; Wertheim; trachélectomie; conservation fertilitaire; curage; curiethérapie","Femme de 28 ans, désir de grossesse, carcinome épidermoïde col utérin stade IB1 (1,5cm). N0 en IRM. Trachélectomie radicale + curage ganglionnaire laparoscopique. Marges saines, ganglions négatifs. Grossesse possible après 1 an. Accouchement par césarienne programmée à terme.","Guide AMFROM 2024","True","2026-05-02"
"EXT-SYN-011","diagnostic","general","syndromes paranéoplasiques","tout stade","Syndromes paranéoplasiques — manifestations révélatrices d'un cancer","Les syndromes paranéoplasiques sont des manifestations à distance non liées à l'extension directe de la tumeur, mais à des substances sécrétées par la tumeur ou à des réactions immunitaires croisées. Ils peuvent précéder le diagnostic de cancer. Endocriniens : hypercalcémie (PTHrp : cancer du poumon, sein), SIADH (sécrétion inappropriée ADH : CBPC), syndrome de Cushing (CBPC, carcinoïde). Neurologiques : syndrome de Lambert-Eaton (CBPC : anti-VGCC), encéphalite paranéoplasique (anti-NMDA, anti-LGI1), neuropathie sensitive. Dermatologiques : acanthosis nigricans (digestifs), dermatomyosite (poumon, ovaire), syndrome de Trousseau (CIVD et thromboses : pancréas, poumon). Hématologiques : CIVD, érythrocytose (rein, hépatocarcinome — EPO ectopique).","","","paranéoplasique; hypercalcémie; SIADH; Lambert-Eaton; CIVD; Trousseau; dermatomyosite; acanthosis","Homme de 62 ans, faiblesse musculaire proximale + réflexes diminués. EMG : syndrome de Lambert-Eaton. Anticorps anti-VGCC positifs. Scanner : masse pulmonaire hilaire droite. Biopsie : CBPC. Traitement du cancer (carboplatine + étoposide) → amélioration progressive du syndrome de Lambert-Eaton. Immunosuppresseurs si réfractaire.","Manuel de Cancérologie SMC 2017, Chapitre 7","True","2026-05-02"
"EXT-SYN-012","suivi","general","nutrition et cancer","tout stade","Évaluation et prise en charge nutritionnelle du patient cancéreux","La dénutrition touche 30-85% des patients cancéreux selon la localisation. Elle aggrave la toxicité des traitements, augmente les complications infectieuses, prolonge les hospitalisations et réduit la survie. Évaluation systématique : NRS-2002 (dépistage) + MNA pour les sujets âgés. Signes d'alerte : perte de poids >5% en 1 mois ou >10% en 6 mois, IMC <18,5, albumine <30g/L. Prise en charge nutritionnelle : 1) Conseils diététiques + enrichissement de l'alimentation (protéines, calories). 2) Compléments nutritionnels oraux (CNO) hypercaloriques et hyperprotéidiques. 3) Nutrition entérale (SNG ou gastrostomie) si alimentation orale < 50% des besoins. 4) Nutrition parentérale si tube digestif non fonctionnel. Objectif calorique : 25-30 kcal/kg/j. Objectif protéique : 1,2-1,5 g/kg/j.","","","nutrition; dénutrition; NRS-2002; albumine; CNO; entérale; parentérale; cancer; poids","Femme 58 ans, cancer de l'œsophage sous RCC. Perte de poids 12% en 2 mois. Albumine = 28 g/L. NRS-2002 = 5 (dénutrition sévère). Gastrostomie radiologique posée avant fin de RCC. Nutrition entérale 1500 kcal/j nocturne. Poids stabilisé. Tolérance de la RCC améliorée.","Manuel de Cancérologie SMC 2017, Chapitre 30","True","2026-05-02"
"PDF-001","diagnostic","GIST","tumeur stromale gastro-intestinale","tout stade","Critères diagnostiques des tumeurs stromales gastro-intestinales (GIST)","Les GIST sont les tumeurs mésenchymateuses les plus fréquentes du tractus digestif, dérivées des cellules interstitielles de Cajal. Le diagnostic repose sur l'histologie et l'immunohistochimie : positivité pour CD117 (c-KIT) dans 95% des cas et DOG1 dans >95% des cas, même en cas de mutation PDGFRA. La mutation KIT est retrouvée dans 75–80% des cas (exons 9, 11, 13, 17), PDGFRA dans 5–10% (exon 18 : mutation D842V résistante à l'imatinib), et 10–15% sont KIT/PDGFRA sauvages (mutations NF1, SDH, RAS). Le bilan d'extension comprend scanner TAP avec injection et IRM hépatique si doute. La biopsie percutanée écho-guidée est à éviter pour les tumeurs résécables d'emblée (risque de dissémination péritonéale). La classification pronostique de Joensuu (taille, index mitotique, localisation) guide la durée de l'imatinib adjuvant.","","","GIST; CD117; DOG1; KIT; PDGFRA; Joensuu; c-KIT; stromal","Homme de 56 ans, douleur épigastrique + méléna. Endoscopie haute : masse sous-muqueuse gastrique 6 cm. Biopsie : cellules fusiformes CD117+, DOG1+, CD34+. Mutation exon 11 KIT. Scanner : masse gastrique sans métastase. Résection chirurgicale R0. Joensuu haut risque (>5cm, >5 mitoses/50HPF). Imatinib adjuvant 400mg/j pendant 3 ans.","Guide AMFROM 2024 ; ESMO Guidelines GIST 2021","True","2026-05-03"
